"Report: Workstation Report"
"Vendor: Landmark"
"Features: All"
"Locations: All"
"Assets: All"
"Workcenters: All"
"Date Range: 2025-10-01 → 2026-03-31"

"Feature","Date/Bucket","Avg Used (rounded (actual))","Avg Total (rounded (actual))","Max Total","Filtered WS Count","Filtered Workstations","All WS Count","All Workstations"
"DSGEOLINTRP","2025-12-23","52 (51.88)","237 (237.00)","237","74","AAAB-INTWS113; AAAB-INTWS115; AAAB-INTWS117; CHNB-INTWS021; DDNB-FRBWS105; DDNI-GEOWS151; DDNI-GEOWS174; DDNI-GEOWS178; DDNI-GEOWS209; DDNI-GEOWS217; DDNI-GEOWS219; DDNI-GEOWS242; MUMB-INTWS004; MUMB-INTWS006; MUMB-INTWS013; MUMB-INTWS015; MUMB-INTWS039; MUMB-INTWS044; MUMB-INTWS045; MUMB-INTWS070; MUMB-INTWS072; MUMB-INTWS098; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS012; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS033; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS041; RJYB-INTWS043; RJYB-INTWS044; brdb-intws101; brdb-intws103; brdb-intws104; brdb-intws111; brdb-intws113; brdb-intws114; brdb-intws118; brdb-intws119; brdb-intws121; brdb-intws123; brdb-intws124; brdb-intws128; brdb-intws129; brdb-intws132; brdb-intws134; brdb-intws135; brdb-intws147; chnb-intws003; chnb-intws005; chnb-intws010; chnb-intws011; chnb-intws012; chnb-intws014; chnb-intws017; chnb-intws018; chnb-intws019; chnb-intws024; chnb-intws026; chnb-intws027; kolb-intws212; kolb-intws223; mumb-intws046; mumb-intws049; mumb-intws085; mumb-intws095; rjyb-intws005","74","AAAB-INTWS113; AAAB-INTWS115; AAAB-INTWS117; CHNB-INTWS021; DDNB-FRBWS105; DDNI-GEOWS151; DDNI-GEOWS174; DDNI-GEOWS178; DDNI-GEOWS209; DDNI-GEOWS217; DDNI-GEOWS219; DDNI-GEOWS242; MUMB-INTWS004; MUMB-INTWS006; MUMB-INTWS013; MUMB-INTWS015; MUMB-INTWS039; MUMB-INTWS044; MUMB-INTWS045; MUMB-INTWS070; MUMB-INTWS072; MUMB-INTWS098; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS012; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS033; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS041; RJYB-INTWS043; RJYB-INTWS044; brdb-intws101; brdb-intws103; brdb-intws104; brdb-intws111; brdb-intws113; brdb-intws114; brdb-intws118; brdb-intws119; brdb-intws121; brdb-intws123; brdb-intws124; brdb-intws128; brdb-intws129; brdb-intws132; brdb-intws134; brdb-intws135; brdb-intws147; chnb-intws003; chnb-intws005; chnb-intws010; chnb-intws011; chnb-intws012; chnb-intws014; chnb-intws017; chnb-intws018; chnb-intws019; chnb-intws024; chnb-intws026; chnb-intws027; kolb-intws212; kolb-intws223; mumb-intws046; mumb-intws049; mumb-intws085; mumb-intws095; rjyb-intws005"
"DSGEOLINTRP","2025-12-24","45 (44.60)","237 (237.00)","237","60","AAAB-INTWS113; AAAB-INTWS115; AAAB-INTWS117; AAAB-INTWS143; CHNB-INTWS021; DDNI-GEOWS174; DDNI-GEOWS178; DDNI-GEOWS203; DDNI-GEOWS217; DDNI-GEOWS219; DDNI-GEOWS242; MUMB-INTWS013; MUMB-INTWS014; MUMB-INTWS015; MUMB-INTWS044; MUMB-INTWS045; MUMB-INTWS070; MUMB-INTWS083; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS012; RJYB-INTWS014; RJYB-INTWS020; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS038; RJYB-INTWS041; RJYB-INTWS043; brdb-intws103; brdb-intws111; brdb-intws113; brdb-intws114; brdb-intws119; brdb-intws123; brdb-intws124; brdb-intws129; brdb-intws130; brdb-intws135; brdb-intws138; brdb-intws147; chnb-intws003; chnb-intws005; chnb-intws010; chnb-intws012; chnb-intws014; chnb-intws019; chnb-intws024; kolb-intws211; kolb-intws212; kolb-intws223; mumb-intws049; mumb-intws090; mumb-intws095; mumb-intws097; rjyb-intws005","60","AAAB-INTWS113; AAAB-INTWS115; AAAB-INTWS117; AAAB-INTWS143; CHNB-INTWS021; DDNI-GEOWS174; DDNI-GEOWS178; DDNI-GEOWS203; DDNI-GEOWS217; DDNI-GEOWS219; DDNI-GEOWS242; MUMB-INTWS013; MUMB-INTWS014; MUMB-INTWS015; MUMB-INTWS044; MUMB-INTWS045; MUMB-INTWS070; MUMB-INTWS083; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS012; RJYB-INTWS014; RJYB-INTWS020; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS038; RJYB-INTWS041; RJYB-INTWS043; brdb-intws103; brdb-intws111; brdb-intws113; brdb-intws114; brdb-intws119; brdb-intws123; brdb-intws124; brdb-intws129; brdb-intws130; brdb-intws135; brdb-intws138; brdb-intws147; chnb-intws003; chnb-intws005; chnb-intws010; chnb-intws012; chnb-intws014; chnb-intws019; chnb-intws024; kolb-intws211; kolb-intws212; kolb-intws223; mumb-intws049; mumb-intws090; mumb-intws095; mumb-intws097; rjyb-intws005"
"DSGEOLINTRP","2025-12-25","8 (7.93)","237 (237.00)","237","7","CHNB-INTWS021; DDNI-GEOWS217; RJYB-INTWS021; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS041; chnb-intws003","7","CHNB-INTWS021; DDNI-GEOWS217; RJYB-INTWS021; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS041; chnb-intws003"
"DSGEOLINTRP","2025-12-26","36 (35.52)","237 (237.00)","237","46","AAAB-GPSWS04; AAAB-INTWS115; AAAB-INTWS117; AAAB-INTWS133; CHNB-INTWS021; DDNI-GEOWS114; DDNI-GEOWS212; DDNI-GEOWS217; DDNI-GEOWS242; MUMB-INTWS006; MUMB-INTWS015; RJYB-INTWS002; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS009; RJYB-INTWS012; RJYB-INTWS014; RJYB-INTWS021; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS041; RJYB-INTWS043; brdb-intws101; brdb-intws103; brdb-intws114; brdb-intws119; brdb-intws120; brdb-intws135; brdb-intws139; chnb-intws003; chnb-intws005; chnb-intws009; chnb-intws010; chnb-intws011; chnb-intws012; chnb-intws014; chnb-intws019; chnb-intws024; chnb-intws026; kolb-intws211; kolb-intws212; kolb-intws223; mumb-intws048; mumb-intws086; mumb-intws090; rjyb-intws005","46","AAAB-GPSWS04; AAAB-INTWS115; AAAB-INTWS117; AAAB-INTWS133; CHNB-INTWS021; DDNI-GEOWS114; DDNI-GEOWS212; DDNI-GEOWS217; DDNI-GEOWS242; MUMB-INTWS006; MUMB-INTWS015; RJYB-INTWS002; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS009; RJYB-INTWS012; RJYB-INTWS014; RJYB-INTWS021; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS041; RJYB-INTWS043; brdb-intws101; brdb-intws103; brdb-intws114; brdb-intws119; brdb-intws120; brdb-intws135; brdb-intws139; chnb-intws003; chnb-intws005; chnb-intws009; chnb-intws010; chnb-intws011; chnb-intws012; chnb-intws014; chnb-intws019; chnb-intws024; chnb-intws026; kolb-intws211; kolb-intws212; kolb-intws223; mumb-intws048; mumb-intws086; mumb-intws090; rjyb-intws005"
"DSGEOLINTRP","2025-12-27","9 (8.66)","237 (237.00)","237","9","AAAB-INTWS115; CHNB-INTWS021; DDNB-FRBWS105; DDNI-GEOWS217; RJYB-INTWS014; RJYB-INTWS021; RJYB-INTWS038; RJYB-INTWS041; chnb-intws003","9","AAAB-INTWS115; CHNB-INTWS021; DDNB-FRBWS105; DDNI-GEOWS217; RJYB-INTWS014; RJYB-INTWS021; RJYB-INTWS038; RJYB-INTWS041; chnb-intws003"
"DSGEOLINTRP","2025-12-28","9 (8.88)","237 (237.00)","237","9","AAAB-INTWS115; CHNB-INTWS021; DDNB-FRBWS110; DDNI-GEOWS217; RJYB-INTWS014; RJYB-INTWS021; RJYB-INTWS041; chnb-intws003; chnb-intws005","9","AAAB-INTWS115; CHNB-INTWS021; DDNB-FRBWS110; DDNI-GEOWS217; RJYB-INTWS014; RJYB-INTWS021; RJYB-INTWS041; chnb-intws003; chnb-intws005"
"DSGEOLINTRP","2025-12-29","42 (41.95)","237 (237.00)","237","69","AAAB-GPSWS04; AAAB-INTWS115; AAAB-INTWS117; AAAB-INTWS127; AAAB-INTWS133; CHNB-INTWS021; DDNB-FRBWS110; DDNI-GEOWS060; DDNI-GEOWS114; DDNI-GEOWS135; DDNI-GEOWS178; DDNI-GEOWS186; DDNI-GEOWS206; DDNI-GEOWS217; MUMB-INTWS006; MUMB-INTWS013; MUMB-INTWS031; MUMB-INTWS044; MUMB-INTWS051; MUMB-INTWS071; MUMB-INTWS072; MUMB-INTWS083; MUMB-INTWS092; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS010; RJYB-INTWS011; RJYB-INTWS012; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS020; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS028; RJYB-INTWS033; RJYB-INTWS036; RJYB-INTWS041; RJYB-INTWS043; brdb-intws101; brdb-intws103; brdb-intws111; brdb-intws113; brdb-intws114; brdb-intws118; brdb-intws119; brdb-intws121; brdb-intws124; brdb-intws129; brdb-intws130; brdb-intws135; brdb-intws136; brdb-intws138; chnb-intws003; chnb-intws005; chnb-intws011; chnb-intws012; chnb-intws017; chnb-intws018; chnb-intws024; chnb-intws026; kolb-intws220; kolb-intws223; mumb-intws049; mumb-intws086; mumb-intws090; mumb-intws093; mumb-intws095; rjyb-intws005","69","AAAB-GPSWS04; AAAB-INTWS115; AAAB-INTWS117; AAAB-INTWS127; AAAB-INTWS133; CHNB-INTWS021; DDNB-FRBWS110; DDNI-GEOWS060; DDNI-GEOWS114; DDNI-GEOWS135; DDNI-GEOWS178; DDNI-GEOWS186; DDNI-GEOWS206; DDNI-GEOWS217; MUMB-INTWS006; MUMB-INTWS013; MUMB-INTWS031; MUMB-INTWS044; MUMB-INTWS051; MUMB-INTWS071; MUMB-INTWS072; MUMB-INTWS083; MUMB-INTWS092; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS010; RJYB-INTWS011; RJYB-INTWS012; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS020; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS028; RJYB-INTWS033; RJYB-INTWS036; RJYB-INTWS041; RJYB-INTWS043; brdb-intws101; brdb-intws103; brdb-intws111; brdb-intws113; brdb-intws114; brdb-intws118; brdb-intws119; brdb-intws121; brdb-intws124; brdb-intws129; brdb-intws130; brdb-intws135; brdb-intws136; brdb-intws138; chnb-intws003; chnb-intws005; chnb-intws011; chnb-intws012; chnb-intws017; chnb-intws018; chnb-intws024; chnb-intws026; kolb-intws220; kolb-intws223; mumb-intws049; mumb-intws086; mumb-intws090; mumb-intws093; mumb-intws095; rjyb-intws005"
"DSGEOLINTRP","2025-12-30","61 (60.76)","237 (237.00)","237","79","AAAB-GPSWS04; AAAB-INTWS113; AAAB-INTWS114; AAAB-INTWS115; AAAB-INTWS117; CHNB-INTWS021; DDNB-FRBWS110; DDNI-GEOWS114; DDNI-GEOWS178; DDNI-GEOWS206; DDNI-GEOWS208; DDNI-GEOWS212; DDNI-GEOWS217; DDNI-GEOWS233; MUMB-INTWS003; MUMB-INTWS004; MUMB-INTWS006; MUMB-INTWS008; MUMB-INTWS015; MUMB-INTWS039; MUMB-INTWS044; MUMB-INTWS059; MUMB-INTWS070; MUMB-INTWS071; MUMB-INTWS072; MUMB-INTWS075; MUMB-INTWS083; MUMB-INTWS092; MUMB-INTWS098; RJYB-INTWS006; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS011; RJYB-INTWS012; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS020; RJYB-INTWS021; RJYB-INTWS028; RJYB-INTWS033; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS041; RJYB-INTWS043; RJYB-INTWS044; brdb-intws101; brdb-intws103; brdb-intws111; brdb-intws114; brdb-intws118; brdb-intws120; brdb-intws121; brdb-intws124; brdb-intws126; brdb-intws129; brdb-intws134; brdb-intws135; brdb-intws136; brdb-intws140; chnb-intws003; chnb-intws005; chnb-intws011; chnb-intws017; chnb-intws018; chnb-intws019; chnb-intws024; chnb-intws025; chnb-intws026; kolb-intws211; kolb-intws223; mumb-intws046; mumb-intws049; mumb-intws085; mumb-intws086; mumb-intws090; mumb-intws091; mumb-intws095; mumb-intws097","79","AAAB-GPSWS04; AAAB-INTWS113; AAAB-INTWS114; AAAB-INTWS115; AAAB-INTWS117; CHNB-INTWS021; DDNB-FRBWS110; DDNI-GEOWS114; DDNI-GEOWS178; DDNI-GEOWS206; DDNI-GEOWS208; DDNI-GEOWS212; DDNI-GEOWS217; DDNI-GEOWS233; MUMB-INTWS003; MUMB-INTWS004; MUMB-INTWS006; MUMB-INTWS008; MUMB-INTWS015; MUMB-INTWS039; MUMB-INTWS044; MUMB-INTWS059; MUMB-INTWS070; MUMB-INTWS071; MUMB-INTWS072; MUMB-INTWS075; MUMB-INTWS083; MUMB-INTWS092; MUMB-INTWS098; RJYB-INTWS006; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS011; RJYB-INTWS012; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS020; RJYB-INTWS021; RJYB-INTWS028; RJYB-INTWS033; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS041; RJYB-INTWS043; RJYB-INTWS044; brdb-intws101; brdb-intws103; brdb-intws111; brdb-intws114; brdb-intws118; brdb-intws120; brdb-intws121; brdb-intws124; brdb-intws126; brdb-intws129; brdb-intws134; brdb-intws135; brdb-intws136; brdb-intws140; chnb-intws003; chnb-intws005; chnb-intws011; chnb-intws017; chnb-intws018; chnb-intws019; chnb-intws024; chnb-intws025; chnb-intws026; kolb-intws211; kolb-intws223; mumb-intws046; mumb-intws049; mumb-intws085; mumb-intws086; mumb-intws090; mumb-intws091; mumb-intws095; mumb-intws097"
"DSGEOLINTRP","2025-12-31","50 (49.82)","237 (237.00)","237","63","AAAB-GPSWS04; AAAB-INTWS114; AAAB-INTWS115; AAAB-INTWS127; AAAB-INTWS133; CHNB-INTWS021; DDNB-FRBWS110; DDNI-GEOWS212; DDNI-GEOWS217; DDNI-GEOWS233; MUMB-INTWS004; MUMB-INTWS013; MUMB-INTWS015; MUMB-INTWS031; MUMB-INTWS039; MUMB-INTWS044; MUMB-INTWS070; MUMB-INTWS071; MUMB-INTWS072; MUMB-INTWS083; MUMB-INTWS092; RJYB-INTWS006; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS011; RJYB-INTWS012; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS020; RJYB-INTWS021; RJYB-INTWS033; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS041; RJYB-INTWS043; brdb-intws103; brdb-intws111; brdb-intws118; brdb-intws120; brdb-intws121; brdb-intws124; brdb-intws126; brdb-intws129; brdb-intws132; brdb-intws134; brdb-intws136; brdb-intws140; chnb-intws003; chnb-intws018; chnb-intws019; chnb-intws025; chnb-intws026; kolb-intws211; kolb-intws212; kolb-intws223; mumb-intws046; mumb-intws076; mumb-intws085; mumb-intws090; mumb-intws091; mumb-intws093; rjyb-intws005","63","AAAB-GPSWS04; AAAB-INTWS114; AAAB-INTWS115; AAAB-INTWS127; AAAB-INTWS133; CHNB-INTWS021; DDNB-FRBWS110; DDNI-GEOWS212; DDNI-GEOWS217; DDNI-GEOWS233; MUMB-INTWS004; MUMB-INTWS013; MUMB-INTWS015; MUMB-INTWS031; MUMB-INTWS039; MUMB-INTWS044; MUMB-INTWS070; MUMB-INTWS071; MUMB-INTWS072; MUMB-INTWS083; MUMB-INTWS092; RJYB-INTWS006; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS011; RJYB-INTWS012; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS020; RJYB-INTWS021; RJYB-INTWS033; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS041; RJYB-INTWS043; brdb-intws103; brdb-intws111; brdb-intws118; brdb-intws120; brdb-intws121; brdb-intws124; brdb-intws126; brdb-intws129; brdb-intws132; brdb-intws134; brdb-intws136; brdb-intws140; chnb-intws003; chnb-intws018; chnb-intws019; chnb-intws025; chnb-intws026; kolb-intws211; kolb-intws212; kolb-intws223; mumb-intws046; mumb-intws076; mumb-intws085; mumb-intws090; mumb-intws091; mumb-intws093; rjyb-intws005"
"DSGEOLINTRP","2026-01-01","47 (47.31)","237 (237.00)","237","62","AAAB-GPSWS04; AAAB-INTWS115; CHNB-INTWS021; DDNB-FRBWS102; DDNB-FRBWS110; DDNI-GEOWS151; DDNI-GEOWS166; DDNI-GEOWS192; DDNI-GEOWS212; DDNI-GEOWS217; DDNI-GEOWS233; MUMB-INTWS010; MUMB-INTWS015; MUMB-INTWS031; MUMB-INTWS071; MUMB-INTWS072; MUMB-INTWS083; MUMB-INTWS092; RJYB-INTWS006; RJYB-INTWS009; RJYB-INTWS011; RJYB-INTWS012; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS020; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS033; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS041; RJYB-INTWS043; RJYB-INTWS044; RJYB-INTWS045; brdb-intws103; brdb-intws104; brdb-intws110; brdb-intws111; brdb-intws112; brdb-intws118; brdb-intws121; brdb-intws124; brdb-intws129; brdb-intws134; chnb-intws003; chnb-intws005; chnb-intws009; chnb-intws010; chnb-intws012; chnb-intws014; chnb-intws017; chnb-intws019; chnb-intws025; chnb-intws026; kolb-intws211; kolb-intws212; kolb-intws223; mumb-intws046; mumb-intws090; mumb-intws091; mumb-intws093; rjyb-intws005","62","AAAB-GPSWS04; AAAB-INTWS115; CHNB-INTWS021; DDNB-FRBWS102; DDNB-FRBWS110; DDNI-GEOWS151; DDNI-GEOWS166; DDNI-GEOWS192; DDNI-GEOWS212; DDNI-GEOWS217; DDNI-GEOWS233; MUMB-INTWS010; MUMB-INTWS015; MUMB-INTWS031; MUMB-INTWS071; MUMB-INTWS072; MUMB-INTWS083; MUMB-INTWS092; RJYB-INTWS006; RJYB-INTWS009; RJYB-INTWS011; RJYB-INTWS012; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS020; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS033; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS041; RJYB-INTWS043; RJYB-INTWS044; RJYB-INTWS045; brdb-intws103; brdb-intws104; brdb-intws110; brdb-intws111; brdb-intws112; brdb-intws118; brdb-intws121; brdb-intws124; brdb-intws129; brdb-intws134; chnb-intws003; chnb-intws005; chnb-intws009; chnb-intws010; chnb-intws012; chnb-intws014; chnb-intws017; chnb-intws019; chnb-intws025; chnb-intws026; kolb-intws211; kolb-intws212; kolb-intws223; mumb-intws046; mumb-intws090; mumb-intws091; mumb-intws093; rjyb-intws005"
"DSGEOLINTRP","2026-01-02","68 (67.58)","237 (237.00)","237","85","AAAB-GPSWS04; AAAB-INTWS113; AAAB-INTWS115; CHNB-INTWS021; DDNB-FRBWS102; DDNB-FRBWS110; DDNB-FRBWS119; DDNI-GEOWS151; DDNI-GEOWS174; DDNI-GEOWS178; DDNI-GEOWS196; DDNI-GEOWS204; DDNI-GEOWS206; DDNI-GEOWS217; DDNI-GEOWS233; DDNI-GEOWS237; DDNI-KDMWS199; MUMB-INTWS010; MUMB-INTWS013; MUMB-INTWS015; MUMB-INTWS031; MUMB-INTWS044; MUMB-INTWS070; MUMB-INTWS071; MUMB-INTWS072; MUMB-INTWS083; MUMB-INTWS092; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS011; RJYB-INTWS012; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS020; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS028; RJYB-INTWS033; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS041; RJYB-INTWS043; RJYB-INTWS044; RJYB-INTWS045; brdb-intws103; brdb-intws104; brdb-intws110; brdb-intws111; brdb-intws112; brdb-intws114; brdb-intws118; brdb-intws119; brdb-intws121; brdb-intws124; brdb-intws126; brdb-intws129; brdb-intws130; brdb-intws136; brdb-intws138; chnb-intws002; chnb-intws003; chnb-intws005; chnb-intws009; chnb-intws010; chnb-intws011; chnb-intws012; chnb-intws014; chnb-intws017; chnb-intws018; chnb-intws019; chnb-intws024; chnb-intws025; chnb-intws026; kolb-intws202; kolb-intws211; kolb-intws212; kolb-intws223; mumb-intws043; mumb-intws048; mumb-intws091; mumb-intws093; rjyb-intws005","85","AAAB-GPSWS04; AAAB-INTWS113; AAAB-INTWS115; CHNB-INTWS021; DDNB-FRBWS102; DDNB-FRBWS110; DDNB-FRBWS119; DDNI-GEOWS151; DDNI-GEOWS174; DDNI-GEOWS178; DDNI-GEOWS196; DDNI-GEOWS204; DDNI-GEOWS206; DDNI-GEOWS217; DDNI-GEOWS233; DDNI-GEOWS237; DDNI-KDMWS199; MUMB-INTWS010; MUMB-INTWS013; MUMB-INTWS015; MUMB-INTWS031; MUMB-INTWS044; MUMB-INTWS070; MUMB-INTWS071; MUMB-INTWS072; MUMB-INTWS083; MUMB-INTWS092; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS011; RJYB-INTWS012; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS020; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS028; RJYB-INTWS033; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS041; RJYB-INTWS043; RJYB-INTWS044; RJYB-INTWS045; brdb-intws103; brdb-intws104; brdb-intws110; brdb-intws111; brdb-intws112; brdb-intws114; brdb-intws118; brdb-intws119; brdb-intws121; brdb-intws124; brdb-intws126; brdb-intws129; brdb-intws130; brdb-intws136; brdb-intws138; chnb-intws002; chnb-intws003; chnb-intws005; chnb-intws009; chnb-intws010; chnb-intws011; chnb-intws012; chnb-intws014; chnb-intws017; chnb-intws018; chnb-intws019; chnb-intws024; chnb-intws025; chnb-intws026; kolb-intws202; kolb-intws211; kolb-intws212; kolb-intws223; mumb-intws043; mumb-intws048; mumb-intws091; mumb-intws093; rjyb-intws005"
"DSGEOLINTRP","2026-01-03","15 (15.29)","237 (237.00)","237","16","CHNB-INTWS021; DDNB-FRBWS119; DDNI-GEOWS204; DDNI-GEOWS217; DDNI-GEOWS233; RJYB-INTWS007; RJYB-INTWS010; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS021; RJYB-INTWS033; RJYB-INTWS037; RJYB-INTWS039; RJYB-INTWS041; RJYB-INTWS045; chnb-intws003","16","CHNB-INTWS021; DDNB-FRBWS119; DDNI-GEOWS204; DDNI-GEOWS217; DDNI-GEOWS233; RJYB-INTWS007; RJYB-INTWS010; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS021; RJYB-INTWS033; RJYB-INTWS037; RJYB-INTWS039; RJYB-INTWS041; RJYB-INTWS045; chnb-intws003"
"DSGEOLINTRP","2026-01-04","12 (12.33)","237 (237.00)","237","12","CHNB-INTWS021; DDNB-FRBWS119; DDNI-GEOWS204; DDNI-GEOWS217; DDNI-GEOWS233; MUMB-INTWS039; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS037; RJYB-INTWS041; RJYB-INTWS045; chnb-intws003","12","CHNB-INTWS021; DDNB-FRBWS119; DDNI-GEOWS204; DDNI-GEOWS217; DDNI-GEOWS233; MUMB-INTWS039; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS037; RJYB-INTWS041; RJYB-INTWS045; chnb-intws003"
